modelId,type,text,brandId
MW12elRuQnpMUUVYMi8xUXlUMi96UT09,model,HONDA Civic,R0RqMUROenlmNFVBSnpURm42bGhxZz09
R2M4UXBJM2E1ZmR2cGhvRUUzT1lQQT09,model,NISSAN Leaf,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
UGFJbnpTSlJVZmlVcnU4a1F3ejVVQT09,model,KIA EV6,Q3JoYldqOVVWKzFnU0RTZzB3OWhQQT09
YmFHZ2diNmxCU1pwdU84SGwzQzZXUT09,model,CITROEN C4 X,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
SExJbjVTY2puSkVJNFRmSFFLakpKZz09,model,SKODA Kodiaq,M3pIdHI5TTY0Um1vbWpmdGdRRU5zZz09
RHFCZjNURkZ3K2Zpd1BEcCtPMW5iZz09,model,AUDI Q7,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
RjNRZVFDMzNpM3gyaDcwMytlYVhMWlovaTlxQWJSY3JuTS92aHBlbTd2ST0=,model,MITSUBISHI Eclipse Cross,Q1o0OURsamJXQ2tYRlZLK3g2ME5uUT09
T0N6bzV5ZFMzaXFtWDc0SlNVTDY2UT09,model,VOLKSWAGEN Arteon,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
SGhYWnFOOFhsZE5RR2g3TTJKNnpSZz09,model,HONDA CR-V,R0RqMUROenlmNFVBSnpURm42bGhxZz09
MnNvSTlyTER1L0RrWU00VklKTk1ISitzUWhJY1d6ZDFoTURiZ3p1ckZGST0=,model,CITROEN C-Elysée,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
aEhyWTQvSlFYY1pPMjB2eG1nWEdaQT09,model,OPEL Zafira,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
OWs3bXBPS2swcGRhYmZjLzkxSmNQUT09,model,JAGUAR E-Pace,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09
WUN5Qk9mUEZCd3VhMHhuQmVUbVZ2QT09,model,KIA Sorento,Q3JoYldqOVVWKzFnU0RTZzB3OWhQQT09
TXk1UkRtSEUvS0djTXRpUUJyVnd2QT09,model,MERCEDES Clase S,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
TGoraVpzdDBaOTJaaEE1RjRwbVZzZz09,model,BMW X6,Rm00dmdvZUYxZy9MbGhsWlJhKzllQT09
QWQ3NnRjcjhwNEdoTTIyV1J4YzR0QT09,model,FIAT 500L,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
V24vMXN3Tm1FTlh5emNOSkhoVWxMZz09,model,LAND ROVER Defender,SEZTaHlSQlEzOGF3YlJQU3RteHJydz09
Qndaa3pjdTZpb0VBclI4OEdwcEZrUT09,model,ABARTH 595,WFdNV1NtQndwNTF6d3J5TEgvZjJoUT09
OUJZeDlBRWdsMEV1UWpRdEpOMjFmUT09,model,ALFA ROMEO Tonale,cG83QUFWWlpYVStPUlJLMlBQRW1JZz09
Z3Mzdk5iQW5lS1NMbUtBZkZDWW5JQT09,model,LEXUS NX,RCtSNWNwU0VSSmk3Rm5ESEl4K1ZUQT09
VDBucDFheURWcWVCRDFqeTIyK3kyZz09,model,MERCEDES EQE,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
a29OSExsMCsxL2xMUjJrUEhtVGVEOHUyRDgwS2lkQlNINFZQUm16L2FKVT0=,model,MITSUBISHI Outlander,Q1o0OURsamJXQ2tYRlZLK3g2ME5uUT09
V2tOd0JGRCtKWDk1RHNhaERmZFJnZz09,model,HYUNDAI Santa Fe,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
ZytJR0ZQcEt1dm5EUXNMOXRzK0JuZnVYQUZ5aDVWNmNJNHU5bWNKcTZlZz0=,model,FORD Transit Connect,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
MjR2RkwrdVpUZThDeVIyWDVzalEwQT09,model,RENAULT Talisman,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
UDdmTjBlR040VjBSZzdvUkRCc0lVUT09,model,FORD Ranger,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
QjVFa1A2cTQ2d3JFN25wbXB1SUU2dz09,model,PEUGEOT 207,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
VzZsS1pVTFEyeVBUTENJdS9KV0ZxcXJQUnZHNi9oSTZveEFjOUJPSzl1QT0=,model,VOLKSWAGEN Caravelle,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
eXhBb2RPdVo0cElZSFVGRTVBTjBodz09,model,VOLVO V60,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
bTVUaURtSXJuUHlqQyt2dURtcHNwQT09,model,HONDA HR-V,R0RqMUROenlmNFVBSnpURm42bGhxZz09
ckk5OG5WQlpJcy9WNjg3SUhscTg4WE1GR1hwWWJ4dW82bXJod3JrdmphOD0=,model,TOYOTA Land Cruiser,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
UmlNVVIxU2dxcEFiTXBhUVk5SXRHUT09,model,SUZUKI Swift,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
VCtpY1hOS2hsckRoNjdxdVE5SlAxcGlUYkRlWTlDbEIzbG0xckZpaG42az0=,model,CITROEN Grand C4 Spacetourer,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
aDd2NHRWMnNjTG90c2UrSzA0UXlQdz09,model,OPEL Movano,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
RlRsTm5QUkR2NVdHV2k3THZtVVVKUT09,model,JEEP Wrangler,TXR1T3o1YWxudGxRTFNTVlRrQ1J4QT09
SmdCT2dqdGUyMW1pcVhtaDRWTmJ2Zz09,model,SMART Fortwo,Ykp2aXFqd0Q0dXM5TTdmWjZCN29iQT09
S1l5UjB4cGU1d2RYNjZUUmNoUGdtS2dKV3J2b2VVdUI1SkxLLy8xQ21WQT0=,model,FORD Mustang Mach-E,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
MDIxKzhINWs2a0M1OHdBaUhoT0NGdz09,model,SMART Forfour,Ykp2aXFqd0Q0dXM5TTdmWjZCN29iQT09
VDJFNGR2Nktjb3VWaE0xNlhhaUQ4UT09,model,DACIA Lodgy,WkxJTjR3eVFyMEw0NE1NdlVpdm1Rdz09
a1BHR3lCTFY1RktPV3RZcVNHcEJpT0pvTEV3Qkg5UjdxaGxvTkh1WFEzWT0=,model,MERCEDES Clase CLS,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
ZEk5dWdEZXArT0ZFYytEbEhjcXp0UT09,model,MERCEDES Clase T,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
MWVTQ1BMeEt3dkQzV1JLNHVpZUltUT09,model,PEUGEOT 408,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
WDJWL3dLUVE4eFVHUTB2UFk4ZlpZZz09,model,FORD Ka,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
eTB0MEhYdnd4WDJlWnVrWFpwOTFvdz09,model,NISSAN Townstar,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
VG9HbmdwVXVXK0J4Q2R1Ylc1YXY1UT09,model,BMW i3,Rm00dmdvZUYxZy9MbGhsWlJhKzllQT09
TS9OczhXWER5MHNSUTN1Snc1cjFzUT09,model,RENAULT Espace,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
SVdYcWU5ems1Z2lmUzZqNUxDN2RCZz09,model,FORD S-Max,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
S0lHV1hSNVk5c3ovTDNncHlzWGkwTGNtQU92UlFSL0tndGdGclU5eDVVQT0=,model,MERCEDES Clase CLE,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
YmorQTZLUG9ETzdaOGtHNUpPeGZ0Zz09,model,VOLVO V40,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
bXJvZ1ZoM2prK2FPTW1NbnphWFp5Zz09,model,SSANGYONG KGM Tivoli,UFdaVDVROFZYVXRmdTArYnl2UHZMdz09
ajUrcmZDc2w1NFloOTNYUGhzek05WW1tMyt1eCtDMW80dGVRK3hLMUVuWT0=,model,TOYOTA Proace City,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
QnJKcGF0c0lJMFJJaG9MUW9VTWhOVktwMVpzaE5IRGY0L3VhZWNHdE5zMD0=,model,VOLKSWAGEN California,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
ZHN5YTBtdFZtZVNmOHpQUmgxUGpVQT09,model,MAZDA CX-60,TWlnOC85bDUwdFBlYkF0aTNxL0dmUT09
L2hNSi95OGdYOWJzUDMydHFqR2diT0p2VGxRTmEyVEVlOGdRdjZCWFVTZz0=,model,PEUGEOT Traveller,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
djNLVmtBdkdaU2VLNFhRY04ySmg1Zz09,model,RENAULT Zoe,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
cTcvWjhybDIxejNtT3VRZjlta0RSQT09,model,BMW Serie 7,Rm00dmdvZUYxZy9MbGhsWlJhKzllQT09
WW9ncXZwbFZsczZkcEFKTHlUemkxamo4bk4wKzhrSlVVY3F5b1NNVXhqOD0=,model,CITROEN SpaceTourer,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
QkozVFlub2lHQmZtWk1LMVV3aFV0dz09,model,FIAT 600,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
ZmxVUEdrUWRuUy94UXpZT1RudGtFSWJYa2QwdnhqSnZTQ2U1SHZERW41bz0=,model,JEEP Grand Cherokee,TXR1T3o1YWxudGxRTFNTVlRrQ1J4QT09
bXZSNEcyaW5qdFVscEYyTXdkc0JEQT09,model,MAZDA Mazda6,TWlnOC85bDUwdFBlYkF0aTNxL0dmUT09
SmNFWkR0ZHl3TkR3RGh5Q08yZEQ4Zz09,model,SEAT Altea,UXMza1hTZVMxMjRENWVFNzJvVEsvQT09
ZERuMGM5QncrcE9TM2QxdXJRck9TUT09,model,SKODA Superb,M3pIdHI5TTY0Um1vbWpmdGdRRU5zZz09
b2RvRkdjYmJRVmpGUndVNkZwU3R1UT09,model,TESLA Model 3,SlJEd0xhcmp6NE8raS9saUxTdzc2QT09
d0Y4cEF1OVpiNjhmYlR6cTgzVzJNdz09,model,TOYOTA Proace,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
dTFYY00xNnFwVmpGSEV2M1ZnaGFIdz09,model,MAZDA MX-30,TWlnOC85bDUwdFBlYkF0aTNxL0dmUT09
UDRiNVlBdTNLZnVmUzIzNkZhZ3MyQT09,model,KIA Carens,Q3JoYldqOVVWKzFnU0RTZzB3OWhQQT09
YmpKZmtta0VYMXFkbjIvaTBSL3pZZz09,model,PORSCHE Macan,SG8xLzJTcFQxNUE5anZpTHdlN2tsdz09
d2svaXlWR2pWdElZWHJMNDY5SDdNQT09,model,AUDI Q8,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
TVM0Z2czSE9YRUhhZHBSWVNRNW9qdz09,model,FIAT Fiorino,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
U0Z1cm85MTg2Tmo1ZVJBamNzTENGQT09,model,VOLKSWAGEN Scirocco,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
bmxZZDVuNVNSQkUrbTRsNDZqdEx1dz09,model,MG 4,UEtHRFJYbUtOZXZpOUp5NDltNUZJUT09
cjZrS0ZjRVNkdDM2MGxNbDNVM0RyZz09,model,MERCEDES EQE SUV,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
ak84NnAxd2tvVFZMYlhGL083SkxBdz09,model,PORSCHE Panamera,SG8xLzJTcFQxNUE5anZpTHdlN2tsdz09
MDlyK0s4MUxJMlRNeXV4V2Eza3dUdz09,model,RENAULT Austral,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
SWc5YWlELzhEajlNUmV0blVvTnJIZz09,model,SSANGYONG KGM Korando,UFdaVDVROFZYVXRmdTArYnl2UHZMdz09
cnErbkhtOWs5UlhBeFV6NkFyMjhQQT09,model,CITROEN C5,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
Mm9hVnVTU0phdWdNdGJKY3lLc1hudz09,model,CITROEN Xsara,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
SnZ6c3d4dk5kYnpGazB6UWRjK0pxMi80enhMbGlWZzVRcWhsNnNaUloxST0=,model,LAND ROVER Discovery,SEZTaHlSQlEzOGF3YlJQU3RteHJydz09
dVoyVmdOWnE0ZEI0eEVWV3dKaDR0QT09,model,PEUGEOT 407,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
TUNpcDdWMXdkSVpSSFgrb1REZ29jdz09,model,AUDI A7,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
ZGFDTk9OdUdicDdoTCtBT2pEYXZYNm8wS0VSbHZYZ2laWW5YTmRpeFZRZz0=,model,FORD Tourneo Connect,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
aHBac0NQd2VrTkFSMFVrNWtDMTJObVVrNWk3Q1BWbDlidUNrNDUrK20rST0=,model,CITROEN C4 Spacetourer,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
emluNFQzMlQ1TG5LVnhKVHE3S0pndz09,model,CUPRA Ateca,OGJxMEZzZ3ZVbnJ1U3FPakovKzBZdz09
L2FMbEZTTHhBMXl5QmdYMFdibEdYdz09,model,NISSAN NV200,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
a2hMUkZOeFRyRWU4bTBueDF4MVA1dz09,model,VOLKSWAGEN ID3,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
WHRsWnBMaUJWWXZLMUZsUHQwSFdkdz09,model,SUZUKI S-Cross,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
YkZmQ1ZUSW93d2xVWlhzeGNwemdMZz09,model,CITROEN C1,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
N3NFaG81K2JJVkg2aFBSRWR4anE1UT09,model,FIAT Punto,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
Vk5GdmNqbGpzcTFDUm1ZOTZaUm1pQT09,model,HONDA Jazz,R0RqMUROenlmNFVBSnpURm42bGhxZz09
VUlrTVlQKzA2dkd1Z1pVOTBvTFl0UT09,model,MERCEDES Clase M,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
Z25HWmdlRWJMNDVlc3pMcGZXV1BzRDN1UGNnYU5tN25XVU43TFNpRS85UT0=,model,LAND ROVER Range Rover,SEZTaHlSQlEzOGF3YlJQU3RteHJydz09
Q21oSEwrY214RkgxSHBsc3ZZTW40QT09,model,PEUGEOT 307,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
YnFRZm5aWDRmMEVQOU81QmwrdzlNdz09,model,RENAULT Express,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
cmlpallGY29oUG81ck5oNTlOd2ZDVTZCdTF0eDBQWlZ2NVlVdS9iQkVaMD0=,model,MITSUBISHI Space Star,Q1o0OURsamJXQ2tYRlZLK3g2ME5uUT09
WEZad3NnSzIxVjNIRDlVL2dLVUIxdz09,model,SUBARU XV,U1pUMzZBWnh2M0dlcmt4RUkyWFhmdz09
SHhXRHpaUDN5M3lmdFZkZGVUOURyQT09,model,AUDI TT,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
bUIzckFUeWttQnZveXI2bE91b3lGQT09,model,SEAT Alhambra,UXMza1hTZVMxMjRENWVFNzJvVEsvQT09
WmF1S1pzK2ZwMGJYeW44aEFxN0Ywdz09,model,JAGUAR XF,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09
bE5RYUoxdnBCTG1ZTkxMQ2xNbFMyUT09,model,MERCEDES EQS,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
Y2JzVnpqVHpPalBKV2ZiTW93UGtZQT09,model,DACIA Logan,WkxJTjR3eVFyMEw0NE1NdlVpdm1Rdz09
T2s5WkUvenJZelVnOTgza2NrK1Q2Zz09,model,MITSUBISHI L200,Q1o0OURsamJXQ2tYRlZLK3g2ME5uUT09
Y3lhK3F1SzFOcmJQWFFGdXhTOCtVdz09,model,PORSCHE 911,SG8xLzJTcFQxNUE5anZpTHdlN2tsdz09
MWJIdmcrRjFvZzIrKzNYdjYwc0ZwZz09,model,DACIA Jogger,WkxJTjR3eVFyMEw0NE1NdlVpdm1Rdz09
RStZaFM2cXJxN0J3Z2tYNnovcGlYQT09,model,TOYOTA Avensis,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
eTRnMjM5cHIxY2daV0xWaEwvY01nZz09,model,VOLVO C40,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
eVp4UnZ5dlRkaFJSVkpHb0VDSWI4QT09,model,BMW Serie 6,Rm00dmdvZUYxZy9MbGhsWlJhKzllQT09
Mk16QWF1SHNtN05BSVVtQ2ZyV0toL0FkYmJNeU1JNnd0TG5uRk50bFpJdz0=,model,FIAT Fiorino Comercial,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
MUxwT2xXYXoxd1ZBMm5pOThTRUhUQT09,model,OPEL Adam,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
SWQ4V0tnS0MrSlV2QzZZR0FBcVl0QT09,model,KIA EV9,Q3JoYldqOVVWKzFnU0RTZzB3OWhQQT09
eWdSZy9LUitSdzl2NkxxTjhSMDViQT09,model,RENAULT Twingo,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
ZGVLeGNnelNCZlhUV2ZLL3lTK2hZQT09,model,TOYOTA Hilux,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
bjZPN3kvWjRsOXNMdVdFd0hicVR5UT09,model,VOLVO S60,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
UE04ZlFZVFQ4enNWalVBZkZxVjk5QT09,model,LEXUS CT,RCtSNWNwU0VSSmk3Rm5ESEl4K1ZUQT09
cXp4VXUzUDRmZlByRko2aElicHpldz09,model,MAZDA MX-5,TWlnOC85bDUwdFBlYkF0aTNxL0dmUT09
TGU5cVNwbURQMnAvbjZ5L09HNW1CUT09,model,FORD Mustang,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
NHpFSmtxUHdKVGlqeW1VL1dvYlRPdz09,model,JEEP Cherokee,TXR1T3o1YWxudGxRTFNTVlRrQ1J4QT09
L1NZVWtYeWMzb2VuNzdMZUxxdmxBdz09,model,MITSUBISHI Colt,Q1o0OURsamJXQ2tYRlZLK3g2ME5uUT09
a2VmNy9zNU9adkpuV0IwZ0hUQkg5dz09,model,SUBARU Forester,U1pUMzZBWnh2M0dlcmt4RUkyWFhmdz09
NVRHUXF3dUwyZ09jM2ZST2hRTHhEdz09,model,VOLKSWAGEN Beetle,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
MlRQb0pFMmZiMWJGNU40NTVUdHZJQT09,model,ALFA ROMEO Giulia,cG83QUFWWlpYVStPUlJLMlBQRW1JZz09
dXJyVEIxOWxySHAyV2Q1OG5YdlROQT09,model,JAGUAR XE,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09
ZGErVWwrY3Q3MFluNnY4amhNM3RvQT09,model,AUDI A8,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
N1RDUWoydEdtVUIxaHhkdGNDOFJOdz09,model,SUZUKI Ignis,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
NXVnckV3Wlk4Y0lVQjlZMno1ZWMvUT09,model,DACIA Spring,WkxJTjR3eVFyMEw0NE1NdlVpdm1Rdz09
YWhlSVB1MzQ4MzBUa1crS1JKVnNwZz09,model,SEAT Mii,UXMza1hTZVMxMjRENWVFNzJvVEsvQT09
NkszeHh1MFJyNENhY3RxSDBPMzZndz09,model,TOYOTA Verso,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
NGFibnhlZHEwRzYxMHFPdXA5MGZvZz09,model,CUPRA Born,OGJxMEZzZ3ZVbnJ1U3FPakovKzBZdz09
NzFEWDRSeW9mcFFiMEpmOURzQlVXZz09,model,HYUNDAI ix35,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
NHNxQklYS20vMW04d3p2TnhVemdoZz09,model,PEUGEOT 206,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
NldjWWFVS1AvdGRXMUN1OEtyNjYvdz09,model,FIAT Scudo,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
WmZrMmlkbnQ5WVc4VjQwWG1ZNWsxQT09,model,HONDA ZR-V,R0RqMUROenlmNFVBSnpURm42bGhxZz09
MmcwMmVTbGRON1FpMWJvL1I1b2ZwZz09,model,VOLKSWAGEN Sharan,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
L3BieFkyQ01qclROYTNOZGg1Zk16QT09,model,VOLVO S90,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
RWJkYzFUUVlhZUVqQkcrdEdYMUJ0UT09,model,VOLKSWAGEN ID4,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
VjR1aDFqUzZURnFUYjY1Y0VCRmNoQT09,model,LEXUS RX,RCtSNWNwU0VSSmk3Rm5ESEl4K1ZUQT09
SnFEL3M0ZVBUUEF6QjBjM04vNDRudz09,model,RENAULT Laguna,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
RnNkTnpmY0UzWHNFN3d2NksrOE00Zz09,model,SSANGYONG KGM Rodius,UFdaVDVROFZYVXRmdTArYnl2UHZMdz09
ZElVbURiK1c0YVo2MEw2OHZtOGV1QT09,model,ALFA ROMEO Giulietta,cG83QUFWWlpYVStPUlJLMlBQRW1JZz09
MW1PSjZ5UEJhLzZGcWdFVFErY1BHQT09,model,HYUNDAI Ioniq 5,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
Wnd3MjFiQmc5OWVZU3ZVVFlPZTRiVjB2YXJCZXlkQXRMSEdRY2VaWjBQWT0=,model,MERCEDES Clase CLK,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
MzU4SUFoekpVN2l5S1F1Z3A5bk5yTHlTZ20zcnVaTlhCY0lia0lLUFhvWT0=,model,MERCEDES Clase SLK,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
bnQxWjBPNHZFQlpyY0poV2U3QzZiUT09,model,TOYOTA Prius,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
dm9xYi9jaW8wYTRObHBqV3p1bjBhdz09,model,DR DR 4,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09
bUVNSDBEVlVzaHJraDNHYTdIMzdiclU3NW84NTZtWitZRENxY0gwK3BmND0=,model,TOYOTA Proace Verso,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
NkVFNmtVNlZTdFlHRlJGV3d2TTVFZ3duS2Q0OFR0NWQ4NGdISVhhOGlvTT0=,model,AUDI A4 Allroad,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
eE5JVXZwQUNuVTJmR2h1SnRHM3Y1dz09,model,KIA Soul,Q3JoYldqOVVWKzFnU0RTZzB3OWhQQT09
d0lJaXFsTjhZUDY4Wm0zVVBEV0tFQT09,model,LEXUS IS,RCtSNWNwU0VSSmk3Rm5ESEl4K1ZUQT09
cTR0NFVPeHR2RWRYSG9GYUcvaHN1UT09,model,SEAT Toledo,UXMza1hTZVMxMjRENWVFNzJvVEsvQT09
c1c2SzJmb2RJanh5dlhOd2VyS0RSQT09,model,INFINITI Q30,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09
dFhURkk4U3VpMTVDTnNRNHNodHFMQT09,model,MG 3,UEtHRFJYbUtOZXZpOUp5NDltNUZJUT09
emIxNkNOVmlmUUhDN3hJNHlLbVBHZz09,model,SUBARU Outback,U1pUMzZBWnh2M0dlcmt4RUkyWFhmdz09
TlF3U0FvN0Zzay9vaUZhZFEvcDl3SnZpazZ3RVZJWkk4R3h0dy9lVnc3bz0=,model,TOYOTA Yaris Cross,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
dlF1N1kvcFNEOVRVM09VZGsreHZHdz09,model,VOLVO EX30,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
amJuR3RsNTl1SXl5WlNXNmpVODZUU1JSTlQ0RGxVNVFQL2NzYjZ5TUc4TT0=,model,VOLVO V60 Cross Country,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
VFR5K2xpK2tzMWd1dmdTTHRGV2N5dz09,model,NISSAN Note,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
MVk1Vk5jeWpvSi9XNTFSL0tHekgxMDZmMGFiUURVZ01QK2QrSTBtekt5VT0=,model,NISSAN Primastar,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
SFdqbDF0a2dxeVVMb0d2bTFESlYxUT09,model,RENAULT Koleos,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
WnhsZ1B5UmR5bjJRc0FEb3pXMXphZz09,model,VOLKSWAGEN ID5,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
bVJ2TG4xS0o5cFpjaXZ0V2FLRnhsZz09,model,AUDI e-tron,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
OVliamgzaHJlNS9wRmdCWU85cUo3Zz09,model,SMART 1,Ykp2aXFqd0Q0dXM5TTdmWjZCN29iQT09
WXAycXpkY2pwZ0NucXNySHpUbFNFUT09,model,NISSAN Pulsar,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
VExsL0lvLysrTDk5L3Vna3RCanB6Zz09,model,PORSCHE Boxster,SG8xLzJTcFQxNUE5anZpTHdlN2tsdz09
cGpDNVhjZjA4aWhnYXRaQ2pOUjRFQT09,model,SKODA Rapid,M3pIdHI5TTY0Um1vbWpmdGdRRU5zZz09
Mzk0UmVhSU5TeDRRNThLQVZVaENjdz09,model,ABARTH 500,WFdNV1NtQndwNTF6d3J5TEgvZjJoUT09
NHhIUUsvay9nWHRYWWt6SVRMT3JFZz09,model,DS DS3,NEJNZExaUXN0N0RUT0RUUVBpV0llZz09
QkRDSjdmbVlJVVZGRGhGd1RnTG9qQT09,model,KIA Optima,Q3JoYldqOVVWKzFnU0RTZzB3OWhQQT09
RjJDbXRBTi82VjF4MjM0UW0ra2lyQT09,model,NISSAN Navara,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
dk1jeWpmSGg5aEhqV2hEQXppODlGUT09,model,OPEL Meriva,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
OUpCZTFzdEFTbHVMeUNSVHZaSWhxZz09,model,PEUGEOT 108,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
dTZUZGlQR2VkaWZYS2hwbkpTM0x6UT09,model,DS DS9,NEJNZExaUXN0N0RUT0RUUVBpV0llZz09
cE5hZHVIWUo4b0IvcVpRK1piVUJoSStWeThEWWs3c3IrSkJ6RjBtMnhaUT0=,model,FORD Tourneo Custom,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09
bVVFcGY0eHc1empTZkQ1UjVkeGRIdz09,model,MERCEDES Viano,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
WTR2MllQNHNZYVh2TVhRWUlLRSs2UT09,model,PEUGEOT 3008 SUV,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
UzczNTJjNU13NXpQV0hJVlkyWS83Zz09,model,EVO EVO 5,bURlM0NkcEtJSGk3emw1RXhxOTRuQT09
YnZnZ21DQmUxNUVTakE4N2F0V3M4QT09,model,OMODA 5,VlU0VDgyYUlqYWIySVlrWjU2cURhZz09
